id_laporan;skpd;kategori;waktu_masuk;waktu_selesai;selisih_hari;status;Kota/Kabupaten
QL001231912;KELURAHAN CIPETE SELATAN;Pelanggaran Perda/Pergub;43510;43510;0;complete;Jakarta Selatan
QL001231924;KELURAHAN GANDARIA UTARA;Pelanggaran Perda/Pergub;43510;43510;0;complete;Jakarta Selatan
QL001231934;KELURAHAN MELAWAI;Pelanggaran Perda/Pergub;43510;43510;0;complete;Jakarta Selatan
QL001231935;KELURAHAN MELAWAI;Trotoar;43510;43510;0;complete;Jakarta Selatan
QL001231905;KELURAHAN CIPETE SELATAN;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001231909;KELURAHAN CIPETE SELATAN;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001231907;KELURAHAN CIPETE SELATAN;Jembatan Penyeberangan Orang (JPO) dan/atau halte;43510;43510;0;complete;Jakarta Selatan
QL001231906;KELURAHAN CIPETE SELATAN;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001231926;KELURAHAN KRAMAT PELA;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001231928;KELURAHAN KRAMAT PELA;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001231929;KELURAHAN KRAMAT PELA;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001231927;KELURAHAN KRAMAT PELA;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001231933;KELURAHAN KRAMAT PELA;Trotoar;43510;43510;0;complete;Jakarta Selatan
QL001231904;KELURAHAN CIPETE SELATAN;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001231901;KELURAHAN CIPETE SELATAN;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001231936;KELURAHAN KRAMAT PELA;Gangguan ketenteraman dan ketertiban;43510;43510;0;complete;Jakarta Selatan
QL001231911;KELURAHAN CIPETE SELATAN;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001231980;KELURAHAN PONDOK LABU;Gangguan ketenteraman dan ketertiban;43510;43510;0;complete;Jakarta Selatan
QL001231969;KELURAHAN KRAMAT PELA;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001231995;KELURAHAN CIPEDAK;Trotoar;43510;43510;0;complete;Jakarta Selatan
QL001232055;KELURAHAN KEBON BARU;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232084;KELURAHAN TEBET TIMUR;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232083;KELURAHAN TEBET BARAT;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232078;KELURAHAN MENTENG ATAS;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232079;KELURAHAN MENTENG ATAS;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232076;KELURAHAN MENTENG DALAM;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232071;KELURAHAN MENTENG DALAM;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232070;KELURAHAN MENTENG ATAS;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232075;KELURAHAN MENTENG DALAM;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232073;KELURAHAN MENTENG DALAM;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232082;KELURAHAN TEBET BARAT;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232074;KELURAHAN MENTENG DALAM;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232081;KELURAHAN TEBET BARAT;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232103;KELURAHAN GUNUNG;Pohon;43510;43510;0;complete;Jakarta Selatan
QL001232087;KELURAHAN TEBET TIMUR;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232085;KELURAHAN TEBET TIMUR;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232090;KELURAHAN TEBET TIMUR;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232089;KELURAHAN TEBET TIMUR;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232098;KELURAHAN TEBET TIMUR;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232095;KELURAHAN TEBET TIMUR;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232093;KELURAHAN TEBET TIMUR;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232094;KELURAHAN TEBET TIMUR;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232097;KELURAHAN TEBET TIMUR;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232092;KELURAHAN TEBET TIMUR;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232077;KELURAHAN MENTENG DALAM;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001231913;KELURAHAN CIPETE UTARA;Pohon;43510;43510;0;complete;Jakarta Selatan
QL001231883;KELURAHAN CILANDAK BARAT;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232068;KELURAHAN MENTENG DALAM;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232069;KELURAHAN MENTENG DALAM;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001231635;KELURAHAN BUKIT DURI;Gangguan ketenteraman dan ketertiban;43510;43510;0;complete;Jakarta Selatan
TW000011001;KELURAHAN SELONG;Gangguan ketenteraman dan ketertiban;43510;43510;0;complete;Jakarta Selatan
QL001232266;KELURAHAN CIPULIR;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232283;KELURAHAN BINTARO;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232284;KELURAHAN BINTARO;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232288;KELURAHAN BINTARO;Jembatan Penyeberangan Orang (JPO) dan/atau halte;43510;43512;2;complete;Jakarta Selatan
QL001232294;KELURAHAN MANGGARAI SELATAN;Trotoar;43510;43510;0;complete;Jakarta Selatan
QL001232300;KELURAHAN BINTARO;Gangguan ketenteraman dan ketertiban;43510;43510;0;complete;Jakarta Selatan
QL001232301;KELURAHAN BINTARO;Gangguan ketenteraman dan ketertiban;43510;43510;0;complete;Jakarta Selatan
QL001232303;KELURAHAN BINTARO;Gangguan ketenteraman dan ketertiban;43510;43510;0;complete;Jakarta Selatan
QL001232305;KELURAHAN BINTARO;Gangguan ketenteraman dan ketertiban;43510;43510;0;complete;Jakarta Selatan
QL001232346;KELURAHAN PONDOK PINANG;Gangguan ketenteraman dan ketertiban;43510;43510;0;complete;Jakarta Selatan
QL001232348;KELURAHAN PONDOK PINANG;Jembatan Penyeberangan Orang (JPO) dan/atau halte;43510;43510;0;complete;Jakarta Selatan
QL001232352;KELURAHAN PONDOK PINANG;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232354;KELURAHAN PONDOK PINANG;Gangguan ketenteraman dan ketertiban;43510;43510;0;complete;Jakarta Selatan
QL001232353;KELURAHAN PONDOK PINANG;Pelanggaran Perda/Pergub;43510;43510;0;complete;Jakarta Selatan
QL001232355;KELURAHAN PONDOK PINANG;Jembatan Penyeberangan Orang (JPO) dan/atau halte;43510;43510;0;complete;Jakarta Selatan
QL001232377;KELURAHAN PETOGOGAN;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232401;KELURAHAN PETOGOGAN;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232406;KELURAHAN KUNINGAN TIMUR;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232414;KELURAHAN TEBET TIMUR;Trotoar;43510;43510;0;complete;Jakarta Selatan
QL001232416;KELURAHAN TEBET TIMUR;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232419;KELURAHAN TEBET TIMUR;Trotoar;43510;43510;0;complete;Jakarta Selatan
QL001232420;KELURAHAN TEBET TIMUR;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232423;KELURAHAN TEBET BARAT;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232424;KELURAHAN TEBET BARAT;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232425;KELURAHAN TEBET BARAT;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232427;KELURAHAN TEBET BARAT;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232426;KELURAHAN TEBET BARAT;Pelanggaran Perda/Pergub;43510;43510;0;complete;Jakarta Selatan
QL001232429;KELURAHAN TEBET BARAT;Pelanggaran Perda/Pergub;43510;43510;0;complete;Jakarta Selatan
QL001232496;KELURAHAN PELA MAMPANG;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232497;KELURAHAN PELA MAMPANG;Sampah;43510;43510;0;complete;Jakarta Selatan
QL001232502;KELURAHAN DUREN TIGA;Trotoar;43510;43511;1;complete;Jakarta Selatan
QL001232533;KELURAHAN PASAR MINGGU;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232534;KELURAHAN TEBET TIMUR;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232535;KELURAHAN TEBET TIMUR;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232537;KELURAHAN TEBET TIMUR;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232538;KELURAHAN TEBET TIMUR;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232539;KELURAHAN TEBET TIMUR;Pohon;43511;43511;0;complete;Jakarta Selatan
QL001232542;KELURAHAN TEBET TIMUR;Pohon;43511;43511;0;complete;Jakarta Selatan
QL001232543;KELURAHAN TEBET TIMUR;Pohon;43511;43511;0;complete;Jakarta Selatan
QL001232544;KELURAHAN TEBET TIMUR;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232547;KELURAHAN TEBET TIMUR;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232545;KELURAHAN TEBET TIMUR;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232546;KELURAHAN PEJATEN BARAT;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232549;KELURAHAN TEBET TIMUR;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232553;KELURAHAN TEBET BARAT;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232554;KELURAHAN TEBET BARAT;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232556;KELURAHAN TEBET BARAT;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232558;KELURAHAN TEBET BARAT;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232564;KELURAHAN TEBET BARAT;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232567;KELURAHAN TEBET BARAT;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232569;KELURAHAN TEBET BARAT;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232570;KELURAHAN TEBET BARAT;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232577;KELURAHAN TEBET BARAT;Pohon;43511;43511;0;complete;Jakarta Selatan
QL001232578;KELURAHAN TEBET BARAT;Pohon;43511;43511;0;complete;Jakarta Selatan
QL001232580;KELURAHAN TEBET BARAT;Pohon;43511;43511;0;complete;Jakarta Selatan
QL001232582;KELURAHAN TEBET BARAT;Pohon;43511;43511;0;complete;Jakarta Selatan
QL001232583;KELURAHAN TEBET BARAT;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232585;KELURAHAN TEBET BARAT;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232439;KELURAHAN TEBET BARAT;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232437;KELURAHAN TEBET BARAT;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232422;KELURAHAN TEBET BARAT;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232413;KELURAHAN TEBET TIMUR;Trotoar;43511;43511;0;complete;Jakarta Selatan
QL001232365;KELURAHAN GANDARIA SELATAN;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232330;KELURAHAN PONDOK PINANG;Trotoar;43511;43511;0;complete;Jakarta Selatan
QL001232323;KELURAHAN PONDOK PINANG;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232314;KELURAHAN PONDOK PINANG;Jembatan Penyeberangan Orang (JPO) dan/atau halte;43511;43511;0;complete;Jakarta Selatan
QL001232321;KELURAHAN PONDOK PINANG;Pelanggaran Perda/Pergub;43511;43511;0;complete;Jakarta Selatan
QL001232624;KELURAHAN CIPEDAK;Saluran Air/Kali/Sungai;43511;43511;0;complete;Jakarta Selatan
QL001232648;KELURAHAN RAGUNAN;Pelanggaran Perda/Pergub;43511;43511;0;complete;Jakarta Selatan
QL001232366;KELURAHAN GANDARIA UTARA;Jembatan Penyeberangan Orang (JPO) dan/atau halte;43511;43511;0;complete;Jakarta Selatan
QL001232712;KELURAHAN PEJATEN BARAT;Pelanggaran Perda/Pergub;43511;43511;0;complete;Jakarta Selatan
QL001232726;KELURAHAN LENTENG AGUNG;Saluran Air/Kali/Sungai;43511;43511;0;complete;Jakarta Selatan
QL001232736;KELURAHAN DUREN TIGA;Gangguan ketenteraman dan ketertiban;43511;43511;0;complete;Jakarta Selatan
QL001232746;KELURAHAN TEGAL PARANG;Gangguan ketenteraman dan ketertiban;43511;43511;0;complete;Jakarta Selatan
QL001232747;KELURAHAN TEGAL PARANG;Trotoar;43511;43511;0;complete;Jakarta Selatan
QL001232760;KELURAHAN KUNINGAN BARAT;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232771;KELURAHAN MENTENG DALAM;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232774;KELURAHAN PANCORAN;Gangguan ketenteraman dan ketertiban;43511;43511;0;complete;Jakarta Selatan
QL001232777;KELURAHAN KRAMAT PELA;Gangguan ketenteraman dan ketertiban;43511;43512;1;complete;Jakarta Selatan
QL001232775;KELURAHAN DUREN TIGA;Gangguan ketenteraman dan ketertiban;43511;43511;0;complete;Jakarta Selatan
QL001232785;KELURAHAN PULO;Gangguan ketenteraman dan ketertiban;43511;43511;0;complete;Jakarta Selatan
QL001232770;KELURAHAN MENTENG DALAM;Gangguan ketenteraman dan ketertiban;43511;43511;0;complete;Jakarta Selatan
QL001232796;KELURAHAN GROGOL UTARA;Pelanggaran Perda/Pergub;43511;43511;0;complete;Jakarta Selatan
QL001232797;KELURAHAN GROGOL UTARA;Pelanggaran Perda/Pergub;43511;43511;0;complete;Jakarta Selatan
QL001232798;KELURAHAN GROGOL UTARA;Pelanggaran Perda/Pergub;43511;43511;0;complete;Jakarta Selatan
QL001232800;KELURAHAN GROGOL UTARA;Pelanggaran Perda/Pergub;43511;43511;0;complete;Jakarta Selatan
QL001232801;KELURAHAN GROGOL UTARA;Pelanggaran Perda/Pergub;43511;43511;0;complete;Jakarta Selatan
QL001232812;KELURAHAN PETOGOGAN;Pelanggaran Perda/Pergub;43511;43511;0;complete;Jakarta Selatan
QL001232817;KELURAHAN SELONG;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232827;KELURAHAN RAGUNAN;Gangguan ketenteraman dan ketertiban;43511;43511;0;complete;Jakarta Selatan
QL001232832;KELURAHAN RAGUNAN;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232831;KELURAHAN RAGUNAN;Gangguan ketenteraman dan ketertiban;43511;43511;0;complete;Jakarta Selatan
QL001232848;KELURAHAN PEJATEN BARAT;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232858;KELURAHAN BANGKA;Trotoar;43511;43511;0;complete;Jakarta Selatan
QL001232860;KELURAHAN CILANDAK TIMUR;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232835;KELURAHAN RAGUNAN;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232859;KELURAHAN CILANDAK TIMUR;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232847;KELURAHAN RAGUNAN;Gangguan ketenteraman dan ketertiban;43511;43511;0;complete;Jakarta Selatan
QL001232851;KELURAHAN BANGKA;Jembatan Penyeberangan Orang (JPO) dan/atau halte;43511;43511;0;complete;Jakarta Selatan
QL001232855;KELURAHAN BANGKA;Gangguan ketenteraman dan ketertiban;43511;43511;0;complete;Jakarta Selatan
QL001232833;KELURAHAN RAGUNAN;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232823;KELURAHAN JATI PADANG;Gangguan ketenteraman dan ketertiban;43511;43511;0;complete;Jakarta Selatan
QL001232822;KELURAHAN JATI PADANG;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232815;KELURAHAN PULO;Pohon;43511;43511;0;complete;Jakarta Selatan
QL001232716;KELURAHAN RAGUNAN;Pelanggaran Perda/Pergub;43511;43511;0;complete;Jakarta Selatan
QL001232729;KELURAHAN RAGUNAN;Pelanggaran Perda/Pergub;43511;43511;0;complete;Jakarta Selatan
QL001232786;KELURAHAN PANCORAN;Pelanggaran Perda/Pergub;43511;43511;0;complete;Jakarta Selatan
QL001232872;KELURAHAN MENTENG ATAS;Sampah;43511;43512;1;complete;Jakarta Selatan
QL001232713;KELURAHAN RAGUNAN;Pelanggaran Perda/Pergub;43511;43511;0;complete;Jakarta Selatan
QL001232898;KELURAHAN CIPETE SELATAN;Jembatan Penyeberangan Orang (JPO) dan/atau halte;43511;43511;0;complete;Jakarta Selatan
QL001232899;KELURAHAN CIPETE UTARA;Jembatan Penyeberangan Orang (JPO) dan/atau halte;43511;43513;2;complete;Jakarta Selatan
QL001232862;KELURAHAN BANGKA;Trotoar;43511;43511;0;complete;Jakarta Selatan
QL001232902;KELURAHAN CIPETE SELATAN;Pelanggaran Perda/Pergub;43511;43511;0;complete;Jakarta Selatan
QL001232906;KELURAHAN CIPETE SELATAN;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232903;KELURAHAN CIPETE SELATAN;Sampah;43511;43511;0;complete;Jakarta Selatan
QL001232940;KELURAHAN PEJATEN TIMUR;Trotoar;43511;43511;0;complete;Jakarta Selatan
QL001233037;KELURAHAN RAGUNAN;Trotoar;43511;43512;1;complete;Jakarta Selatan
QL001233036;KELURAHAN JAGAKARSA;Trotoar;43511;43512;1;complete;Jakarta Selatan
QL001233075;KELURAHAN PANCORAN;Sampah;43512;43512;0;complete;Jakarta Selatan
QL001233076;KELURAHAN MELAWAI;Sampah;43512;43512;0;complete;Jakarta Selatan
QL001233079;KELURAHAN MELAWAI;Sampah;43512;43512;0;complete;Jakarta Selatan
QL001233095;KELURAHAN BANGKA;Sampah;43512;43512;0;complete;Jakarta Selatan
QL001233101;KELURAHAN MELAWAI;Sampah;43512;43512;0;complete;Jakarta Selatan
QL001233110;KELURAHAN MANGGARAI SELATAN;Sampah;43512;43512;0;complete;Jakarta Selatan
QL001233111;KELURAHAN MANGGARAI SELATAN;Sampah;43512;43512;0;complete;Jakarta Selatan
QL001233114;KELURAHAN MANGGARAI SELATAN;Sampah;43512;43512;0;complete;Jakarta Selatan
QL001233115;KELURAHAN MANGGARAI SELATAN;Sampah;43512;43512;0;complete;Jakarta Selatan
QL001233119;KELURAHAN TEBET TIMUR;Sampah;43512;43512;0;complete;Jakarta Selatan
QL001233123;KELURAHAN BANGKA;Trotoar;43512;43512;0;complete;Jakarta Selatan
QL001233157;KELURAHAN BANGKA;Sampah;43512;43512;0;complete;Jakarta Selatan
QL001233219;KELURAHAN PONDOK PINANG;Gangguan ketenteraman dan ketertiban;43512;43519;7;complete;Jakarta Selatan
QL001233220;KELURAHAN KEBAYORAN LAMA SELATAN;Gangguan ketenteraman dan ketertiban;43512;43512;0;complete;Jakarta Selatan
QL001233272;KELURAHAN BANGKA;Sampah;43512;43512;0;complete;Jakarta Selatan
QL001233273;KELURAHAN BANGKA;Sampah;43512;43512;0;complete;Jakarta Selatan
QL001233298;KELURAHAN BANGKA;Sampah;43512;43512;0;complete;Jakarta Selatan
QL001233302;KELURAHAN KALIBATA;Sampah;43512;43513;1;complete;Jakarta Selatan
QL001233318;KELURAHAN MANGGARAI SELATAN;Sampah;43512;43512;0;complete;Jakarta Selatan
QL001233299;KELURAHAN KALIBATA;Sampah;43512;43513;1;complete;Jakarta Selatan
QL001233319;KELURAHAN MANGGARAI SELATAN;Sampah;43512;43512;0;complete;Jakarta Selatan
QL001233320;KELURAHAN TEBET BARAT;Sampah;43512;43512;0;complete;Jakarta Selatan
QL001233321;KELURAHAN TEBET BARAT;Sampah;43512;43512;0;complete;Jakarta Selatan
QL001233322;KELURAHAN TEBET BARAT;Sampah;43512;43512;0;complete;Jakarta Selatan
QL001233397;KELURAHAN JAGAKARSA;Trotoar;43512;43513;1;complete;Jakarta Selatan
QL001233401;KELURAHAN PEJATEN TIMUR;Gangguan ketenteraman dan ketertiban;43512;43513;1;complete;Jakarta Selatan
QL001233408;KELURAHAN CIGANJUR;Pelanggaran Perda/Pergub;43512;43512;0;complete;Jakarta Selatan
QL001233421;KELURAHAN KEBON BARU;Sampah;43512;43512;0;complete;Jakarta Selatan
QL001233422;KELURAHAN KEBON BARU;Sampah;43512;43512;0;complete;Jakarta Selatan
QL001233503;KELURAHAN RAWA JATI;Saluran Air/Kali/Sungai;43512;43513;1;complete;Jakarta Selatan
QL001233505;KELURAHAN RAWA JATI;Saluran Air/Kali/Sungai;43512;43513;1;complete;Jakarta Selatan
QL001233506;KELURAHAN RAWA JATI;Saluran Air/Kali/Sungai;43512;43513;1;complete;Jakarta Selatan
QL001233507;KELURAHAN PETOGOGAN;Banjir;43513;43513;0;complete;Jakarta Selatan
QL001233542;KELURAHAN MELAWAI;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233544;KELURAHAN MELAWAI;Gangguan ketenteraman dan ketertiban;43513;43513;0;complete;Jakarta Selatan
QL001233551;KELURAHAN TEBET BARAT;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233554;KELURAHAN MENTENG ATAS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233555;KELURAHAN MENTENG ATAS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233556;KELURAHAN MENTENG ATAS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233559;KELURAHAN MELAWAI;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233558;KELURAHAN BANGKA;Trotoar;43513;43513;0;complete;Jakarta Selatan
QL001233561;KELURAHAN MENTENG ATAS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233562;KELURAHAN BANGKA;Gangguan ketenteraman dan ketertiban;43513;43513;0;complete;Jakarta Selatan
QL001233568;KELURAHAN MELAWAI;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233566;KELURAHAN MENTENG ATAS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233573;KELURAHAN PASAR MANGGIS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233572;KELURAHAN PASAR MANGGIS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233574;KELURAHAN PASAR MANGGIS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233575;KELURAHAN PASAR MANGGIS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233579;KELURAHAN PASAR MANGGIS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233580;KELURAHAN PASAR MANGGIS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233581;KELURAHAN PASAR MANGGIS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233582;KELURAHAN PASAR MANGGIS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233583;KELURAHAN PASAR MANGGIS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233586;KELURAHAN PASAR MANGGIS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233585;KELURAHAN PASAR MANGGIS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233587;KELURAHAN PASAR MANGGIS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233590;KELURAHAN PASAR MANGGIS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233589;KELURAHAN PASAR MANGGIS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233592;KELURAHAN PASAR MANGGIS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233596;KELURAHAN PASAR MANGGIS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233599;KELURAHAN PASAR MANGGIS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233604;KELURAHAN CIPULIR;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233623;KELURAHAN MELAWAI;Gangguan ketenteraman dan ketertiban;43513;43513;0;complete;Jakarta Selatan
QL001233626;KELURAHAN GANDARIA UTARA;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233624;KELURAHAN KRAMAT PELA;Pohon;43513;43513;0;complete;Jakarta Selatan
QL001233629;KELURAHAN GANDARIA SELATAN;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233632;KELURAHAN GANDARIA SELATAN;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233645;KELURAHAN CIGANJUR;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233637;KELURAHAN MELAWAI;Gangguan ketenteraman dan ketertiban;43513;43513;0;complete;Jakarta Selatan
QL001233610;KELURAHAN RAGUNAN;Pelanggaran Perda/Pergub;43513;43513;0;complete;Jakarta Selatan
QL001233618;KELURAHAN PEJATEN BARAT;Trotoar;43513;43513;0;complete;Jakarta Selatan
QL001233613;KELURAHAN PASAR MINGGU;Pohon;43513;43513;0;complete;Jakarta Selatan
QL001233611;KELURAHAN JATI PADANG;Gangguan ketenteraman dan ketertiban;43513;43513;0;complete;Jakarta Selatan
QL001233616;KELURAHAN PASAR MINGGU;Sampah;43513;43517;4;complete;Jakarta Selatan
QL001233620;KELURAHAN PASAR MINGGU;Gangguan ketenteraman dan ketertiban;43513;43513;0;complete;Jakarta Selatan
QL001233615;KELURAHAN PASAR MINGGU;Pohon;43513;43513;0;complete;Jakarta Selatan
QL001233612;KELURAHAN JATI PADANG;Trotoar;43513;43513;0;complete;Jakarta Selatan
QL001233560;KELURAHAN PASAR MANGGIS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233557;KELURAHAN PASAR MANGGIS;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233543;KELURAHAN PULO;Gangguan ketenteraman dan ketertiban;43513;43513;0;complete;Jakarta Selatan
QL001233545;KELURAHAN CIPETE UTARA;Pelanggaran Perda/Pergub;43513;43522;9;complete;Jakarta Selatan
QL001233553;KELURAHAN MENTENG DALAM;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233548;KELURAHAN CIPETE UTARA;Pelanggaran Perda/Pergub;43513;43522;9;complete;Jakarta Selatan
QL001233676;KELURAHAN CIGANJUR;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233563;KELURAHAN CIPETE SELATAN;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233709;KELURAHAN CIPULIR;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233609;KELURAHAN PEJATEN BARAT;Pelanggaran Perda/Pergub;43513;43513;0;complete;Jakarta Selatan
QL001233712;KELURAHAN GROGOL SELATAN;Pelanggaran Perda/Pergub;43513;43516;3;complete;Jakarta Selatan
QL001233678;KELURAHAN PEJATEN TIMUR;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233735;KELURAHAN CIGANJUR;Pelanggaran Perda/Pergub;43513;43513;0;complete;Jakarta Selatan
QL001233733;KELURAHAN CIGANJUR;Pelanggaran Perda/Pergub;43513;43513;0;complete;Jakarta Selatan
QL001233740;KELURAHAN CIGANJUR;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233741;KELURAHAN CIGANJUR;Pelanggaran Perda/Pergub;43513;43513;0;complete;Jakarta Selatan
QL001233743;KELURAHAN CIGANJUR;Pelanggaran Perda/Pergub;43513;43513;0;complete;Jakarta Selatan
QL001233750;KELURAHAN CIPETE SELATAN;Sampah;43513;43513;0;complete;Jakarta Selatan
QL001233752;KELURAHAN CIPETE SELATAN;Jembatan Penyeberangan Orang (JPO) dan/atau halte;43513;43513;0;complete;Jakarta Selatan
